 25W12-SB_1216WYHQ1400_cad        Tebo-ICT,  license #WIWYNN

 Test Fixture Nails     480/480  Selected Drills           16-December-2025 18:17
                        480 Nails,  1829 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$1035     4.8470    2.5238   3  AA   (B)  #1100 P3V3_STBY_VCC    T PIN TB_TP358.1
$1036     4.8850    2.5939   1  AA   (B)  #1094 P3V3_STBY_PG     T PIN TB_TP360.1
$1037     4.8120    2.6920   3  AA   (B)  #1107 PVDD_MISC_S5_VCC T PIN TB_TP335.1
$1038     4.7120    2.7490   1  AA   (B)  #1110 PVDD_MISC_S5_SW  T PIN TB_TP336.1
$1039     4.7996    2.6389   3  AA   (B)  #1108 PVDD_MISC_S5_PG  T PIN TB_TP337.1
$1040     4.8040    2.5610   3  AA   (B)  #1099 P3V3_STBY_AGND   T PIN TB_TP361.1
$1041     4.6594    2.2500   1  AA   (B)  #1093 P3V3_STBY_SW     T PIN TB_TP359.1
$1042     4.3500    2.1770   1  AA   (B)  #744  BRD_FRU_A2       T PIN TB_TP505.1
$1043     4.3980    2.0723   1  AA   (B)  #743  BRD_FRU_A1       T PIN TB_TP506.1
$1044     4.3870    1.9140   1  AA   (B)  #742  BRD_FRU_A0       T PIN TB_TP507.1
$1045     4.5547    1.8311   3  AA   (B)  #909  A_P5V_STBY_SCALED T PIN TB_TP134.1
$1046     4.5524    1.8800   3  AA   (B)  #1018 PWRGD_P3V3_STBY_LV T PIN TB_TP318.1
$1047     4.6507    1.9450   1  AA   (B)  #91   A_P12V_STBY_ADC_LV T PIN TB_TP523.1
$1048     4.7175    2.1850   1  AA   (B)  #745  SMBUS_FRU_SDA    T PIN TB_TP291.1
$1049     4.7840    2.1250   3  AA   (B)  #746  SMBUS_FRU_SCL    T PIN TB_TP292.1
$1050     4.7890    2.0750   3  AA   (B)  #21   SMB_SENSOR_STBY_LVC3_R_SCL T PIN TB_TP296.1
$1051     4.7890    2.0250   3  AA   (B)  #747  PD_FRU_WP        T PIN TB_TP340.1
$1052     4.7767    1.9733   3  AA   (B)  #1019 PWRGD_P3V3_STBY_N T PIN TB_TP317.1
$1053     4.9700    1.9550   1  AA   (B)  #14   P1V8_STBY        T PIN TB_TP375.1
$1054     5.1483    1.8183   1  AA   (B)  #727  IRQ_TPM_PIRQ_N   T PIN TB_TP418.1
$1055     5.1940    1.5870   1  AA   (B)  #1078 P1V_STBY_CPLD_EN T PIN TB_TP125.1
$1056     4.9600    1.7000   1  AA   (B)  #656  P1V_STBY_CPLD_PG T PIN TB_TP124.1
$1057     4.7871    1.7975   1  AA   (B)  #44   A_P5V_STBY_ADC_LV T PIN TB_TP522.1
$1058     4.5058    1.6399   2  AA   (B)  #23   EN_LVS_CPLD_R    T PIN TB_TP10.1
$1059     4.4641    1.5878   3  AA   (B)  #859  EN_LVS_CPLD      T PIN TB_TP11.1
$1060     4.8370    1.4280   2  AA   (B)  #886  SPI_BMC_LVS_EN_R T PIN TB_TP18.1
$1061     4.9044    1.4272   2  AA   (B)  #657  P1V_STBY         T PIN TB_TP183.1
$1062     4.7930    1.3960   1  AA   (B)  #64   SPI_BMC_LVS_EN   T PIN TB_TP19.1
$1063     4.6153    1.2603   1  AA   (B)  #903  P3V3_P1V8_STBY_VCCIO4 T PIN TB_TP28.1
$1064     4.7385    1.0510   1  AA   (B)  #93   UART_NCT5214D_TX T PIN TB_TP80.1
$1065     4.7552    0.8871   1  AA   (B)  #5    P3V3_P1V8_STBY_VHIF T PIN TB_TP25.1
$1066     4.5947    0.8045   2  AA   (B)  #835  JTAG_PLD_R_TDO   T PIN TB_TP400.1
$1067     4.6241    0.6641   1  AA   (B)  #880  FM_CPU_PWRGD_R   T PIN TB_TP76.1
$1068     4.7300    0.6190   1  AA   (B)  #664  PD_ESPI_ALERT_HNSK T PIN TB_TP84.1
$1069     4.6365    0.5505   2  AA   (B)  #916  A_P1V8_STBY_SCALED T PIN TB_TP14.1
$1070     4.6982    0.5255   3  AA   (B)  #965  A_PVDD_MISC_S5_ADC_LV T PIN TB_TP133.1
$1071     4.6829    0.4800   3  AA   (B)  #901  A_PVDD_MISC_S5_SENSE T PIN TB_TP177.1
$1072     4.7220    0.4340   1  AA   (B)  #1224 P1V_P1V8_ADC_REFP0_L T PIN TB_TP12.1
$1073     4.8750    0.3600   3  AA   (B)  #921  JTAG_PLD_TCK     T PIN TP105.1
$1074     4.9180    0.3854   3  AA   (B)  #874  U97_OE_N         T PIN TB_TP278.1
$1075     5.0750    0.3050   1  AA   (B)  #923  JTAG_PLD_TDO     T PIN TP102.1
$1076     5.0167    0.3111   1  AA   (B)  #77   JTAG_CPU_P3V3_TCK T PIN TB_TP412.1
$1077     4.4953    0.1528   1  AA   (B)  #593  TEST18           T PIN TB_TP283.1
$1078     4.4470    0.1527   1  AA   (B)  #592  TEST19           T PIN TB_TP282.1
$1079     4.2420    0.2490   3  AA   (B)  #781  APU_RST_N_BUF    T PIN TB_TP511.1
$1080     4.1891    0.2471   3  AA   (B)  #780  APU_PWROK_BUF    T PIN TB_TP512.1
$1081     4.2415    0.1477   1  AA   (B)  #1001 JTAG_HDT_TRST_R_N T PIN TB_TP406.1
$1082     4.1300    0.1400   1  AA   (B)  #380  JTAG_HDT_TRST_N  T PIN TP101.1
$1083     3.9550    0.1500   3  AA   (B)  #928  JTAG_PLD_TDI     T PIN TP103.1
$1084     3.9000    0.1500   3  AA   (B)  #926  JTAG_PLD_TMS     T PIN TP104.1
$1085     3.9796    0.2970   1  AA   (B)  #894  JTAG_HDT_TRST_CPLD_N T PIN TB_TP8.1
$1086     4.0435    0.3576   3  AA   (B)  #885  JTAG_HDT_DBREQ_CPLD_N T PIN TB_TP9.1
$1087     4.0057    0.4112   2  AA   (B)  #763  CARRIER_BOARD_PWR_OK_BUF T PIN TB_TP503.1
$1088     4.1250    0.3990   3  AA   (B)  #42   A_P3V3_STBY_SCALED T PIN TB_TP178.1
$1089     4.1662    0.4261   3  AA   (B)  #45   A_P12V_STBY_SCALED T PIN TB_TP180.1
$1090     4.2256    0.4549   2  AA   (B)  #41   A_P3V3_SCALED    T PIN TB_TP179.1
$1091     4.3465    0.4525   1  AA   (B)  #915  A_P1V8_AUDIO_SCALED T PIN TB_TP16.1
$1092     4.4470    0.5150   1  AA   (B)  #38   ADC_GND          T PIN TB_TP521.1
$1093     4.2273    0.5870   1  AA   (B)  #892  A_P1V8_SCALED    T PIN TB_TP15.1
$1094     4.1978    0.6781   2  AA   (B)  #884  JTAG_MUX_SEL     T PIN TB_TP405.1
$1095     4.1978    0.7393   3  AA   (B)  #862  FP_PWR_LED_BUF_N T PIN TB_TP473.1
$1096     4.1348    0.7438   2  AA   (B)  #854  SMB_PLD_SDA      T PIN TB_TP301.1
$1097     4.0704    0.7679   3  AA   (B)  #877  ESPI_CS_MUX_PLD_SEL T PIN TB_TP78.1
$1098     4.0403    0.7280   3  AA   (B)  #860  UART_BMC_PLD_TX  T PIN TB_TP276.1
$1099     3.9487    0.5825   1  AA   (B)  #783  FM_VR_OCP_N      T PIN TB_TP97.1
$1100     3.8685    0.6627   3  AA   (B)  #782  FM_VR_PMBUS_ALERT_N T PIN TB_TP95.1
$1101     3.7343    0.6285   1  AA   (B)  #785  FM_VR_PMBUS_ALERT_BUF_N T PIN TB_TP96.1
$1102     3.6655    0.4371   1  AA   (B)  #762  CARRIER_BOARD_PWR_OK T PIN TB_TP504.1
$1103     3.5962    0.3994   2  AA   (B)  #789  FM_CPU_PROCHOT_LATCH_LVT3_BUF_N T PIN TB_TP485.1
$1104     3.3985    0.1344   3  AA   (B)  #1004 UART_BMC_TX      T PIN TB_TP274.1
$1105     3.4123    0.1810   3  AA   (B)  #1003 UART_BMC_RX      T PIN TB_TP275.1
$1106     3.4475    0.4778   3  AA   (B)  #1233 SMB_HOST_STBY_LVC3_SDA T PIN TB_TP302.1
$1107     3.4463    0.5437   2  AA   (B)  #1234 SMB_HOST_STBY_LVC3_SCL T PIN TB_TP303.1
$1108     3.4391    0.6453   1  AA   (B)  #110  RST_PLTRST_BRIDGE_N T PIN TB_TP33.1
$1109     3.6672    0.6376   1  AA   (B)  #982  PCIE_RST0_FPGA_1V8_N T PIN TB_TP24.1
$1110     3.6553    0.7824   2  AA   (B)  #109  PU_16_21         T PIN TB_TP34.1
$1111     3.7250    0.7480   2  AA   (B)  #993  RST_PLTRST_B_N   T PIN TB_TP90.1
$1112     3.8420    0.7730   3  AA   (B)  #812  RST_PLTRST_PLD_N T PIN TB_TP89.1
$1113     3.8454    0.7171   3  AA   (B)  #871  FM_SLP_S5_N      T PIN TB_TP261.1
$1114     3.9450    0.7580   1  AA   (B)  #858  UART_BMC_PLD_RX  T PIN TB_TP277.1
$1115     3.9430    0.8379   2  AA   (B)  #28   EN_LVS_CPLD_U103_R T PIN TB_TP5.1
$1116     4.0108    0.8280   2  AA   (B)  #86   ESPI_CS_MUX_SEL  T PIN TB_TP22.1
$1117     4.1030    0.8470   1  AA   (B)  #836  UART_PLD_R_RX    T PIN TB_TP272.1
$1118     4.1920    0.8850   1  AA   (B)  #842  IRQ_VPP_ALERT_PLD_N T PIN TB_TP417.1
$1119     4.2690    0.9140   3  AA   (B)  #827  FM_BOARD_REV_ID3 T PIN TB_TP172.1
$1120     4.3219    0.9282   3  AA   (B)  #823  LED_CONTROL_1    T PIN TB_TP397.1
$1121     4.3850    0.9000   2  AA   (B)  #838  PU_CPLD_PROGRAMN T PIN TB_TP158.1
$1122     4.4510    0.8670   3  AA   (B)  #825  PWRGD_P1V_STBY_R T PIN TB_TP102.1
$1123     4.4295    0.8241   3  AA   (B)  #841  JTAG_PLD_R_TMS   T PIN TB_TP399.1
$1124     4.3829    0.8383   3  AA   (B)  #839  PU_CPLD_DONE     T PIN TB_TP160.1
$1125     4.3540    0.8000   3  AA   (B)  #847  LED_CONTROL_4    T PIN TB_TP394.1
$1126     4.4201    0.7744   3  AA   (B)  #849  FM_PVDD_MISC_EN  T PIN TB_TP164.1
$1127     4.4479    0.7070   1  AA   (B)  #878  EN_LVS_CPLD_U103 T PIN TB_TP6.1
$1128     4.4794    0.7752   3  AA   (B)  #850  PWRGD_PVDD_MISC  T PIN TB_TP143.1
$1129     4.5220    0.8340   2  AA   (B)  #845  JTAG_PLD_R_TCK   T PIN TB_TP403.1
$1130     4.5898    0.9440   1  AA   (B)  #833  JTAG_PLD_R_TDI   T PIN TB_TP402.1
$1131     4.6375    0.9535   3  AA   (B)  #811  JTAG_PLD_JTAGEN  T PIN TB_TP404.1
$1132     4.6530    0.9990   3  AA   (B)  #92   STRAP_ESPI_OWN_SEL T PIN TB_TP82.1
$1133     4.6120    1.0675   3  AA   (B)  #1195 PWRGD_P1V_STBY   T PIN TB_TP116.1
$1134     4.5890    1.1105   3  AA   (B)  #818  FM_P1V8_AUDIO_EN T PIN TB_TP263.1
$1135     4.5411    1.1414   3  AA   (B)  #22   SMB_SENSOR_STBY_LVC3_R_SDA T PIN TB_TP295.1
$1136     4.4850    1.1857   3  AA   (B)  #852  PWRGD_PVDDCR     T PIN TB_TP142.1
$1137     4.4302    1.1987   3  AA   (B)  #787  IRQ_SML1_ALERT_N T PIN TB_TP420.1
$1138     4.3815    1.2083   3  AA   (B)  #788  IRQ_SML1_ALERT_BUF_N T PIN TB_TP421.1
$1139     4.4199    1.1471   3  AA   (B)  #815  SMB_SENSOR_SCL   T PIN TB_TP111.1
$1140     4.4727    1.0539   3  AA   (B)  #801  SMB_SENSOR_SDA   T PIN TB_TP110.1
$1141     4.4148    1.0433   3  AA   (B)  #831  PU_CPLD_INIT_N   T PIN TB_TP159.1
$1142     4.3793    0.9948   2  AA   (B)  #799  LED_CONTROL_3    T PIN TB_TP395.1
$1143     4.2148    1.0538   1  AA   (B)  #822  FM_BOARD_REV_ID1 T PIN TB_TP173.1
$1144     4.1383    1.0488   1  AA   (B)  #997  FM_BMC_ONCTL_N   T PIN TB_TP488.1
$1145     4.1033    0.9597   2  AA   (B)  #711  FM_UART_MUX_SEL  T PIN TB_TP475.1
$1146     4.0375    0.9486   3  AA   (B)  #826  FM_BMC_ONCTL_R_N T PIN TB_TP487.1
$1147     4.0455    1.0605   3  AA   (B)  #805  PWRGD_P1V8_STBY_R T PIN TB_TP101.1
$1148     3.9948    1.0861   3  AA   (B)  #793  PWRGD_P3V3_STBY_R T PIN TB_TP100.1
$1149     3.9918    1.0225   2  AA   (B)  #837  EN_LVS_CPLD_U102 T PIN TB_TP7.1
$1150     3.9515    0.9537   1  AA   (B)  #813  SPI_FLASH_MUX_EN T PIN TB_TP288.1
$1151     3.8755    1.0395   1  AA   (B)  #87   ESPI_ALERT_MUX_SEL T PIN TB_TP23.1
$1152     3.8520    1.1230   1  AA   (B)  #863  ESPI_ALERT_MUX_PLD_SEL T PIN TB_TP79.1
$1153     3.7210    1.1460   3  AA   (B)  #848  FM_PVDDCR_SOC_EN_R T PIN TB_TP75.1
$1154     3.6990    1.1900   3  AA   (B)  #980  LPC_SERIRQ_N     T PIN TB_TP35.1
$1155     3.8280    1.2970   1  AA   (B)  #59   SPI_FLASH_MUX_EN_R_N T PIN TB_TP286.1
$1156     4.0406    1.4319   1  AA   (B)  #46   SPI_MUX_SEL      T PIN TB_TP285.1
$1157     3.7680    1.4653   1  AA   (B)  #69   SPI_MUX_IO3_EN_N T PIN TB_TP17.1
$1158     3.6320    1.3880   1  AA   (B)  #1017 SPI_FLASH_MUX_EN_R T PIN TB_TP287.1
$1159     3.2338    1.4700   1  AA   (B)  #989  FM_PVDDCR_SOC_EN T PIN TB_TP189.1
$1160     3.1220    0.7930   1  AA   (B)  #765  CPU_ALERT_BMC_R_N T PIN TB_TP42.1
$1161     3.1020    0.7060   1  AA   (B)  #882  CPU_ALERT_FPGA_N T PIN TB_TP41.1
$1162     3.2650    0.6250   1  AA   (B)  #927  JTAG_BMC_TDI     T PIN TB_TP415.1
$1163     3.0023    0.4689   1  AA   (B)  #984  CPU_ALERT_BMC_N  T PIN TB_TP49.1
$1164     2.7923    0.4420   1  AA   (B)  #716  P12V_STBY_COME   T PIN TB_TP380.1
$1165     2.6358    0.4241   1  AA   (B)  #947  TEST_B101        T PIN TP90.1
$1166     2.4504    0.9170   1  AA   (B)  #43   P5V_STBY_COME    T PIN TB_TP342.1
$1167     1.5571    1.0050   1  AA   (B)  #1048 P5V_STBY_COME_R  T PIN TB_TP120.1
$1168     1.2750    1.0850   1  AA   (B)  #1032 PVDDCR_SOC_MISC_VIN T PIN TB_TP108.1
$1169     1.3485    0.4499   2  AA   (B)  #985  CPU_I2C_BMC_SID_SDA T PIN TB_TP47.1
$1170     1.2750    0.4430   2  AA   (B)  #784  FM_VR_OCP_BUF_N  T PIN TB_TP98.1
$1171     0.5165    0.4706   1  AA   (B)  #791  FM_SOC_BMC_RST_BUF_N T PIN TB_TP477.1
$1172     0.4300    0.3200   1  AA   (B)  #1015 RST_BTN_COME_N   T PIN TB_TP313.1
$1173     0.3750    0.4350   3  AA   (B)  #792  FM_CPU_THERMTRIP_LATCH_LVT3_BUF_N T PIN TB_TP484.1
$1174     0.3257    0.4653   3  AA   (B)  #908  FM_APML_I2C0_MUX_R_SEL T PIN TB_TP37.1
$1175     0.0995    0.5339   3  AA   (B)  #889  FM_FLASH_RST_N   T PIN TB_TP71.1
$1176     0.1300    0.5710   3  AA   (B)  #703  RST_FLASH_N      T PIN TB_TP62.1
$1177     0.2883    0.7171   1  AA   (B)  #31   P3V3             T PIN TB_TP368.1
$1178     0.3590    0.6444   1  AA   (B)  #790  FM_CPU_THERMTRIP_LATCH_LVT3_N T PIN TB_TP483.1
$1179     0.4612    0.7350   1  AA   (B)  #404  FM_SOC_BMC_RST_N T PIN TB_TP476.1
$1180     0.3512    1.4989   1  AA   (B)  #12   CPU_I2C0_P1V8_STBY_R_SDA T PIN TB_TP26.1
$1181     0.2677    1.5300   1  AA   (B)  #758  FM_CPU_PWRBTN_R_N T PIN TB_TP264.1
$1182     0.3669    1.6094   3  AA   (B)  #13   CPU_I2C0_P1V8_STBY_R_SCL T PIN TB_TP27.1
$1183     0.3312    1.6415   3  AA   (B)  #1009 FM_USB_OC0_N     T PIN TB_TP474.1
$1184     0.2112    1.6500   2  AA   (B)  #759  FM_CPU_LVC18_PWRBTN_R_N T PIN TB_TP265.1
$1185     0.1412    1.6500   2  AA   (B)  #972  FM_CPU_LVC18_PWRBTN_N T PIN TB_TP266.1
$1186     0.2150    1.9563   1  AA   (B)  #774  FM_USB_OC0_R_N   T PIN TB_TP162.1
$1187     0.2250    2.1650   1  AA   (B)  #309  FM_LVC18_USB_OC0_N T PIN TB_TP167.1
$1188     0.1437    2.6023   3  AA   (B)  #1013 P3V_BAT_SOURCE_COME T PIN TB_TP369.1
$1189     0.1395    2.6502   3  AA   (B)  #1014 P3V3_BAT_R       T PIN TB_TP188.1
$1190     0.1810    2.9100   1  AA   (B)  #401  P3V3_RTC_STBY    T PIN TB_TP367.1
$1191     0.5688    1.8637   3  AA   (B)  #79   JTAG_HDT_TDO     T PIN TP100.1
$1192     0.5692    1.8142   3  AA   (B)  #81   JTAG_HDT_TDI     T PIN TP99.1
$1193     0.6159    1.8426   3  AA   (B)  #80   JTAG_HDT_TMS     T PIN TP98.1
$1194     0.6151    1.7898   3  AA   (B)  #78   JTAG_HDT_TCK     T PIN TP97.1
$1195     0.7757    1.5644   3  AA   (B)  #32   CPU_I2C_P3V3_SIC T PIN TB_TP232.1
$1196     0.8086    1.5294   3  AA   (B)  #33   CPU_I2C_P3V3_SID T PIN TB_TP230.1
$1197     1.1084    1.8800   1  AA   (B)  #655  PWRGD_P1V8_R     T PIN TB_TP195.1
$1198     1.2458    1.9515   1  AA   (B)  #653  FM_P1V8_R_EN     T PIN TB_TP205.1
$1199     1.3638    2.0700   3  AA   (B)  #869  RSVD3_LVC18_CPU_N T PIN TB_TP51.1
$1200     1.3296    2.1100   3  AA   (B)  #868  RSVD2_LVC18_CPU_N T PIN TB_TP52.1
$1201     1.2575    2.2126   1  AA   (B)  #367  USBC_PD_INT      T PIN TB_TP190.1
$1202     1.3050    2.3000   2  AA   (B)  #286  AMR51            T PIN TP57.1
$1203     1.3588    2.3465   2  AA   (B)  #332  RSVD3_LVC18_CPU_R_N T PIN TB_TP50.1
$1204     1.5302    2.3276   3  AA   (B)  #313  TP_RSVD_8        T PIN TP22.1
$1205     1.5310    2.2790   3  AA   (B)  #335  CPU_VRM_HOT_R_N  T PIN TB_TP207.1
$1206     1.5016    2.2100   1  AA   (B)  #369  IRQ_BMC_CPU_SMI_N T PIN TB_TP126.1
$1207     1.5832    2.1688   3  AA   (B)  #406  TP_RSVD_10       T PIN TP24.1
$1208     1.5451    2.1236   3  AA   (B)  #371  TP_RSVD_9        T PIN TP23.1
$1209     1.6144    2.0865   3  AA   (B)  #864  IRQ_LVC18_WAKE0_CPU_N T PIN TB_TP260.1
$1210     1.6600    2.0550   3  AA   (B)  #8    P1V8             T PIN TB_TP378.1
$1211     1.6950    1.9950   3  AA   (B)  #867  FAST_THROTTLE_LVC18_N T PIN TB_TP58.1
$1212     1.7500    2.0020   3  AA   (B)  #857  CPU_THERMTRIP_N  T PIN TB_TP210.1
$1213     1.7840    2.0450   3  AA   (B)  #806  CPU_PROCHOT_N    T PIN TB_TP219.1
$1214     1.8401    1.9267   1  AA   (B)  #287  CPU_LVC18_PWRBTN_N T PIN TB_TP56.1
$1215     1.9328    1.9223   1  AA   (B)  #888  FM_FPGA_LVC18_PWRBTN_N T PIN TB_TP55.1
$1216     1.8450    1.6800   1  AA   (B)  #116  PVDDCR           T PIN TB_TP331.1
$1217     2.3050    1.8631   1  AA   (B)  #15   P3V3_STBY        T PIN TB_TP364.1
$1218     2.7310    2.0718   1  AA   (B)  #120  PVDD_MISC        T PIN TB_TP339.1
$1219     2.6040    2.1720   1  AA   (B)  #257  SMU_ZVDD_ODPR1   T PIN TB_TP192.1
$1220     2.4388    2.2953   2  AA   (B)  #256  SMU_ZVDD_ODPR2   T PIN TB_TP191.1
$1221     2.3930    2.3450   3  AA   (B)  #266  TEST4_CCD1       T PIN TB_TP237.1
$1222     2.3450    2.3437   3  AA   (B)  #254  TEST5_CCD1       T PIN TB_TP235.1
$1223     2.3059    2.3159   3  AA   (B)  #273  TEST14           T PIN TB_TP242.1
$1224     2.2698    2.3476   3  AA   (B)  #318  TEST15           T PIN TB_TP241.1
$1225     2.2218    2.3470   3  AA   (B)  #317  TEST17           T PIN TB_TP239.1
$1226     2.1738    2.3470   3  AA   (B)  #778  CPU_RST_N        T PIN TB_TP217.1
$1227     2.1258    2.3470   3  AA   (B)  #376  CPU_RST_R_N      T PIN TB_TP216.1
$1228     2.0770    2.3470   3  AA   (B)  #294  TEST16           T PIN TB_TP240.1
$1229     2.0270    2.3470   3  AA   (B)  #340  CPU_I2C_P3V3_SIC_R T PIN TB_TP231.1
$1230     2.0280    2.2160   1  AA   (B)  #764  CPU_ALERT_N      T PIN TB_TP234.1
$1231     1.9550    2.3080   1  AA   (B)  #339  CPU_PROCHOT_R_N  T PIN TB_TP218.1
$1232     1.9250    2.3470   3  AA   (B)  #374  CPU_THERMTRIP_R_N T PIN TB_TP209.1
$1233     1.8750    2.3470   3  AA   (B)  #316  PU_AGPIO90       T PIN TB_TP203.1
$1234     1.8250    2.3480   3  AA   (B)  #338  PU_AGPIO89       T PIN TB_TP252.1
$1235     1.4850    2.7570   1  AA   (B)  #288  BIOS_DEBUG_MSG_DIS_N T PIN TB_TP508.1
$1236     1.7187    2.8316   1  AA   (B)  #337  PU_SPI_CS1_N     T PIN TB_TP251.1
$1237     1.8010    2.7520   1  AA   (B)  #293  CPU_ALERT_R_N    T PIN TB_TP233.1
$1238     1.9540    2.8840   1  AA   (B)  #253  TEST47_3         T PIN TP56.1
$1239     2.0260    2.8640   3  AA   (B)  #255  TEST6_CCD        T PIN TP55.1
$1240     2.0470    2.8180   3  AA   (B)  #267  TEST49_CCD1      T PIN TP46.1
$1241     2.1720    3.0190   1  AA   (B)  #214  MA_ANALOGOUT     T PIN TP50.1
$1242     2.1870    2.9730   3  AA   (B)  #225  MB_ANALOGOUT     T PIN TP51.1
$1243     2.1690    2.9250   3  AA   (B)  #235  MB_TEST          T PIN TP49.1
$1244     2.1410    2.8660   3  AA   (B)  #258  TEST47_2         T PIN TP53.1
$1245     2.1660    2.8150   3  AA   (B)  #268  TEST49_CCD0      T PIN TP45.1
$1246     2.2447    2.7870   3  AA   (B)  #260  TEST5_CCD0       T PIN TB_TP236.1
$1247     2.2740    2.8250   3  AA   (B)  #269  TP_RSVD_7        T PIN TP21.1
$1248     2.3390    2.8890   1  AA   (B)  #259  TEST4_CCD0       T PIN TB_TP238.1
$1249     2.4540    2.9510   1  AA   (B)  #236  MA_TEST          T PIN TP48.1
$1250     2.3270    3.1150   1  AA   (B)  #175  MBB_CA13         T PIN TP4.1
$1251     2.3450    3.2150   2  AA   (B)  #129  MAA_CA13         T PIN TP1.1
$1252     2.4030    3.2470   3  AA   (B)  #167  MAB_CA13         T PIN TP3.1
$1253     2.2880    3.3235   2  AA   (B)  #602  TEST6            T PIN TP54.1
$1254     2.3270    3.3800   2  AA   (B)  #642  MBA_CA13         T PIN TP2.1
$1255     2.1820    3.5220   1  AA   (B)  #594  TEST41           T PIN TP52.1
$1256     2.1791    3.6429   1  AA   (B)  #566  SMU_ZVDD_ODPR0   T PIN TB_TP193.1
$1257     1.3100    3.7300   1  AA   (B)  #3    GND              T PIN TB_TP446.1
$1257     1.8610    3.7310   1  AA   (B)  #3    GND              T PIN TB_TP442.1
$1257     2.0150    3.6850   1  AA   (B)  #3    GND              T PIN TB_TP445.1
$1258     2.0500    4.0950   1  AA   (B)  #570  PVDDIO_MEM_S3    T PIN TB_TP327.1
$1259     2.3950    4.2650   1  AA   (B)  #1030 PVDDIO_MEM_S3_VIN T PIN TB_TP322.1
$1260     2.6100    4.3800   1  AA   (B)  #90   P12V_STBY        T PIN TB_TP382.1
$1261     1.7615    4.4231   1  AA   (B)  #1029 PVDDIO_MEM_S3_PH T PIN TB_TP325.1
$1262     0.1340    4.0550   1  AA   (B)  #699  FM_P1V8_AUDIO_R_EN T PIN TB_TP206.1
$1263     0.1850    3.5500   1  AA   (B)  #114  PVDDCR_SOC       T PIN TB_TP329.1
$1264     0.0950    3.6920   1  AA   (B)  #834  PWRGD_P1V8_AUDIO T PIN TB_TP197.1
$1265     0.0930    3.7530   1  AA   (B)  #698  PWRGD_P1V8_AUDIO_R T PIN TB_TP196.1
