 25W12-SB_1212YHQ1340_CAD        Tebo-ICT,  license #WIWYNN

 Test Fixture Nails     465/465  Selected Drills           16-December-2025 18:20
                        465 Nails,  1819 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$1047     4.8457    1.5416   5  AA   (B)  #38   A_P5V_STBY_ADC_LV T PIN TB_TP506.1
$1048     4.9044    1.4272   5  AA   (B)  #651  P1V_STBY         T PIN TB_TP173.1
$1049     4.8240    1.3620   5  AA   (B)  #1008 PWRGD_P3V3_STBY_LV T PIN TB_TP306.1
$1050     4.7660    1.3620   5  AA   (B)  #85   A_P12V_STBY_ADC_LV T PIN TB_TP507.1
$1051     4.7036    1.3629   5  AA   (B)  #881  SPI_BMC_LVS_EN_R T PIN TB_TP16.1
$1052     4.6407    1.3840   5  AA   (B)  #58   SPI_BMC_LVS_EN   T PIN TB_TP17.1
$1053     4.6153    1.2603   5  AA   (B)  #897  P3V3_P1V8_STBY_VCCIO4 T PIN TB_TP26.1
$1054     4.7385    1.0510   5  AA   (B)  #87   UART_NCT5214D_TX T PIN TB_TP75.1
$1055     4.7552    0.8871   5  AA   (B)  #666  P3V3_P1V8_STBY_VHIF T PIN TB_TP23.1
$1056     4.6375    0.9535   5  AA   (B)  #806  JTAG_PLD_JTAGEN  T PIN TB_TP388.1
$1057     4.6530    0.9990   5  AA   (B)  #86   STRAP_ESPI_OWN_SEL T PIN TB_TP77.1
$1058     4.6085    1.0720   5  AA   (B)  #1185 PWRGD_P1V_STBY   T PIN TB_TP110.1
$1059     4.5540    1.0590   5  AA   (B)  #813  FM_P1V8_AUDIO_EN T PIN TB_TP252.1
$1060     4.4727    1.0539   5  AA   (B)  #796  SMB_SENSOR_SDA   T PIN TB_TP104.1
$1061     4.3793    0.9948   5  AA   (B)  #794  LED_CONTROL_3    T PIN TB_TP381.1
$1062     4.4148    1.0433   5  AA   (B)  #826  PU_CPLD_INIT_N   T PIN TB_TP151.1
$1063     4.4199    1.1471   5  AA   (B)  #810  SMB_SENSOR_SCL   T PIN TB_TP105.1
$1064     4.4850    1.1857   5  AA   (B)  #847  PWRGD_PVDDCR     T PIN TB_TP134.1
$1065     4.2830    1.2560   5  AA   (B)  #783  IRQ_SML1_ALERT_BUF_N T PIN TB_TP405.1
$1066     4.2410    1.3050   5  AA   (B)  #1184 PWRGD_P1V8_STBY  T PIN TB_TP308.1
$1067     4.1250    1.3805   5  AA   (B)  #40   SPI_MUX_SEL      T PIN TB_TP274.1
$1068     4.1650    1.2820   5  AA   (B)  #1010 PWRGD_P3V3_STBY  T PIN TB_TP307.1
$1069     4.2148    1.0538   5  AA   (B)  #817  FM_BOARD_REV_ID1 T PIN TB_TP164.1
$1070     4.1383    1.0488   5  AA   (B)  #987  FM_BMC_ONCTL_N   T PIN TB_TP472.1
$1071     4.0455    1.0605   5  AA   (B)  #800  PWRGD_P1V8_STBY_R T PIN TB_TP95.1
$1072     3.9948    1.0861   5  AA   (B)  #788  PWRGD_P3V3_STBY_R T PIN TB_TP94.1
$1073     3.9918    1.0225   5  AA   (B)  #832  EN_LVS_CPLD_U102 T PIN TB_TP6.1
$1074     3.9515    0.9537   5  AA   (B)  #808  SPI_FLASH_MUX_EN T PIN TB_TP277.1
$1075     4.0375    0.9486   5  AA   (B)  #821  FM_BMC_ONCTL_R_N T PIN TB_TP471.1
$1076     4.1033    0.9597   5  AA   (B)  #706  FM_UART_MUX_SEL  T PIN TB_TP459.1
$1077     4.1030    0.8470   5  AA   (B)  #831  UART_PLD_R_RX    T PIN TB_TP261.1
$1078     4.1920    0.8850   5  AA   (B)  #837  IRQ_VPP_ALERT_PLD_N T PIN TB_TP401.1
$1079     4.2690    0.9140   5  AA   (B)  #822  FM_BOARD_REV_ID3 T PIN TB_TP163.1
$1080     4.3219    0.9282   5  AA   (B)  #818  LED_CONTROL_1    T PIN TB_TP382.1
$1081     4.3850    0.9000   5  AA   (B)  #833  PU_CPLD_PROGRAMN T PIN TB_TP150.1
$1082     4.4510    0.8670   5  AA   (B)  #820  PWRGD_P1V_STBY_R T PIN TB_TP96.1
$1083     4.4295    0.8241   5  AA   (B)  #836  JTAG_PLD_R_TMS   T PIN TB_TP383.1
$1084     4.3829    0.8383   5  AA   (B)  #834  PU_CPLD_DONE     T PIN TB_TP152.1
$1085     4.3540    0.8000   5  AA   (B)  #842  LED_CONTROL_4    T PIN TB_TP380.1
$1086     4.4479    0.7070   5  AA   (B)  #873  EN_LVS_CPLD_U103 T PIN TB_TP5.1
$1087     4.4794    0.7752   5  AA   (B)  #845  PWRGD_PVDD_MISC  T PIN TB_TP135.1
$1088     4.5220    0.8340   5  AA   (B)  #840  JTAG_PLD_R_TCK   T PIN TB_TP387.1
$1089     4.5947    0.8045   5  AA   (B)  #830  JTAG_PLD_R_TDO   T PIN TB_TP384.1
$1090     4.6241    0.6641   5  AA   (B)  #875  FM_CPU_PWRGD_R   T PIN TB_TP71.1
$1091     4.7372    0.4364   5  AA   (B)  #1214 P1V_P1V8_ADC_REFP0_L T PIN TB_TP11.1
$1092     4.8750    0.3600   5  AA   (B)  #915  JTAG_PLD_TCK     T PIN TP105.1
$1093     4.9180    0.3854   5  AA   (B)  #869  U97_OE_N         T PIN TB_TP267.1
$1094     5.0750    0.3050   5  AA   (B)  #917  JTAG_PLD_TDO     T PIN TP102.1
$1095     5.0167    0.3111   5  AA   (B)  #71   JTAG_CPU_P3V3_TCK T PIN TB_TP396.1
$1096     4.4953    0.1528   5  AA   (B)  #587  TEST18           T PIN TB_TP272.1
$1097     4.4470    0.1527   5  AA   (B)  #586  TEST19           T PIN TB_TP271.1
$1098     4.2420    0.2490   5  AA   (B)  #776  APU_RST_N_BUF    T PIN TB_TP495.1
$1099     4.1891    0.2471   5  AA   (B)  #775  APU_PWROK_BUF    T PIN TB_TP496.1
$1100     4.2415    0.1477   5  AA   (B)  #991  JTAG_HDT_TRST_R_N T PIN TB_TP390.1
$1101     4.1300    0.1400   5  AA   (B)  #374  JTAG_HDT_TRST_N  T PIN TP101.1
$1102     3.9550    0.1500   5  AA   (B)  #922  JTAG_PLD_TDI     T PIN TP103.1
$1103     3.9000    0.1500   5  AA   (B)  #920  JTAG_PLD_TMS     T PIN TP104.1
$1104     3.9796    0.2970   5  AA   (B)  #888  JTAG_HDT_TRST_CPLD_N T PIN TB_TP7.1
$1105     4.0435    0.3576   5  AA   (B)  #880  JTAG_HDT_DBREQ_CPLD_N T PIN TB_TP8.1
$1106     4.0057    0.4112   5  AA   (B)  #758  CARRIER_BOARD_PWR_OK_BUF T PIN TB_TP487.1
$1107     4.1250    0.3990   5  AA   (B)  #36   A_P3V3_STBY_SCALED T PIN TB_TP168.1
$1108     4.1662    0.4261   5  AA   (B)  #39   A_P12V_STBY_SCALED T PIN TB_TP170.1
$1109     4.2256    0.4549   5  AA   (B)  #35   A_P3V3_SCALED    T PIN TB_TP169.1
$1110     4.3465    0.4525   5  AA   (B)  #909  A_P1V8_AUDIO_SCALED T PIN TB_TP14.1
$1111     4.4470    0.5150   5  AA   (B)  #32   ADC_GND          T PIN TB_TP505.1
$1112     4.2260    0.5800   5  AA   (B)  #887  A_P1V8_SCALED    T PIN TB_TP13.1
$1113     4.1978    0.6781   5  AA   (B)  #879  JTAG_MUX_SEL     T PIN TB_TP389.1
$1114     4.1978    0.7393   5  AA   (B)  #857  FP_PWR_LED_BUF_N T PIN TB_TP457.1
$1115     4.1348    0.7430   5  AA   (B)  #849  SMB_PLD_SDA      T PIN TB_TP289.1
$1116     4.0720    0.7600   5  AA   (B)  #872  ESPI_CS_MUX_PLD_SEL T PIN TB_TP73.1
$1117     4.0108    0.8280   5  AA   (B)  #80   ESPI_CS_MUX_SEL  T PIN TB_TP20.1
$1118     3.9430    0.8379   5  AA   (B)  #22   EN_LVS_CPLD_U103_R T PIN TB_TP4.1
$1119     3.9450    0.7580   5  AA   (B)  #853  UART_BMC_PLD_RX  T PIN TB_TP266.1
$1120     3.8420    0.7730   5  AA   (B)  #807  RST_PLTRST_PLD_N T PIN TB_TP83.1
$1121     3.8454    0.7171   5  AA   (B)  #866  FM_SLP_S5_N      T PIN TB_TP250.1
$1122     3.8685    0.6627   5  AA   (B)  #777  FM_VR_PMBUS_ALERT_N T PIN TB_TP89.1
$1123     3.9487    0.5825   5  AA   (B)  #778  FM_VR_OCP_N      T PIN TB_TP91.1
$1124     3.5041    0.0837   5  AA   (B)  #855  UART_BMC_PLD_TX  T PIN TB_TP265.1
$1125     3.3985    0.1344   5  AA   (B)  #994  UART_BMC_TX      T PIN TB_TP263.1
$1126     3.4123    0.1810   5  AA   (B)  #993  UART_BMC_RX      T PIN TB_TP264.1
$1127     3.0023    0.4689   5  AA   (B)  #974  CPU_ALERT_BMC_N  T PIN TB_TP44.1
$1128     2.6358    0.4241   5  AA   (B)  #941  TEST_B101        T PIN TP90.1
$1129     1.3485    0.4499   5  AA   (B)  #975  CPU_I2C_BMC_SID_SDA T PIN TB_TP43.1
$1130     1.2750    0.4430   5  AA   (B)  #779  FM_VR_OCP_BUF_N  T PIN TB_TP92.1
$1131     0.5165    0.4706   5  AA   (B)  #786  FM_SOC_BMC_RST_BUF_N T PIN TB_TP461.1
$1132     0.4300    0.3200   5  AA   (B)  #1005 RST_BTN_COME_N   T PIN TB_TP301.1
$1133     0.3750    0.4350   5  AA   (B)  #787  FM_CPU_THERMTRIP_LATCH_LVT3_BUF_N T PIN TB_TP468.1
$1134     0.3257    0.4653   5  AA   (B)  #902  FM_APML_I2C0_MUX_R_SEL T PIN TB_TP34.1
$1135     0.0995    0.5339   5  AA   (B)  #884  FM_FLASH_RST_N   T PIN TB_TP66.1
$1136     0.1300    0.5710   5  AA   (B)  #698  RST_FLASH_N      T PIN TB_TP57.1
$1137     0.2883    0.7171   5  AA   (B)  #25   P3V3             T PIN TB_TP358.1
$1138     0.3590    0.6444   5  AA   (B)  #785  FM_CPU_THERMTRIP_LATCH_LVT3_N T PIN TB_TP467.1
$1139     0.4612    0.7350   5  AA   (B)  #398  FM_SOC_BMC_RST_N T PIN TB_TP460.1
$1140     1.2750    1.0850   5  AA   (B)  #1022 PVDDCR_SOC_MISC_VIN T PIN TB_TP102.1
$1141     1.5571    1.0050   5  AA   (B)  #1038 P5V_STBY_COME_R  T PIN TB_TP114.1
$1142     2.4504    0.9170   5  AA   (B)  #37   P5V_STBY_COME    T PIN TB_TP332.1
$1143     3.1220    0.7930   5  AA   (B)  #760  CPU_ALERT_BMC_R_N T PIN TB_TP38.1
$1144     3.1020    0.7060   5  AA   (B)  #877  CPU_ALERT_FPGA_N T PIN TB_TP37.1
$1145     3.2690    0.6140   5  AA   (B)  #921  JTAG_BMC_TDI     T PIN TB_TP399.1
$1146     3.4391    0.6453   5  AA   (B)  #104  RST_PLTRST_BRIDGE_N T PIN TB_TP31.1
$1147     3.4463    0.5437   5  AA   (B)  #1224 SMB_HOST_STBY_LVC3_SCL T PIN TB_TP291.1
$1148     3.4475    0.4778   5  AA   (B)  #1223 SMB_HOST_STBY_LVC3_SDA T PIN TB_TP290.1
$1149     3.5962    0.3994   5  AA   (B)  #784  FM_CPU_PROCHOT_LATCH_LVT3_BUF_N T PIN TB_TP469.1
$1150     3.6655    0.4371   5  AA   (B)  #757  CARRIER_BOARD_PWR_OK T PIN TB_TP488.1
$1151     3.6672    0.6376   5  AA   (B)  #972  PCIE_RST0_FPGA_1V8_N T PIN TB_TP22.1
$1152     3.7343    0.6285   5  AA   (B)  #780  FM_VR_PMBUS_ALERT_BUF_N T PIN TB_TP90.1
$1153     3.7250    0.7480   5  AA   (B)  #983  RST_PLTRST_B_N   T PIN TB_TP84.1
$1154     3.6553    0.7824   5  AA   (B)  #103  PU_16_21         T PIN TB_TP32.1
$1155     3.8800    1.0440   5  AA   (B)  #81   ESPI_ALERT_MUX_SEL T PIN TB_TP21.1
$1156     3.8520    1.1230   5  AA   (B)  #858  ESPI_ALERT_MUX_PLD_SEL T PIN TB_TP74.1
$1157     3.7210    1.1460   5  AA   (B)  #843  FM_PVDDCR_SOC_EN_R T PIN TB_TP70.1
$1158     3.6990    1.1900   5  AA   (B)  #970  LPC_SERIRQ_N     T PIN TB_TP33.1
$1159     3.8280    1.2970   5  AA   (B)  #53   SPI_FLASH_MUX_EN_R_N T PIN TB_TP275.1
$1160     3.7680    1.4653   5  AA   (B)  #63   SPI_MUX_IO3_EN_N T PIN TB_TP15.1
$1161     3.6320    1.3880   5  AA   (B)  #1007 SPI_FLASH_MUX_EN_R T PIN TB_TP276.1
$1162     3.2338    1.4700   5  AA   (B)  #979  FM_PVDDCR_SOC_EN T PIN TB_TP179.1
$1163     2.7310    2.0718   5  AA   (B)  #114  PVDD_MISC        T PIN TB_TP329.1
$1164     2.6040    2.1720   5  AA   (B)  #251  SMU_ZVDD_ODPR1   T PIN TB_TP182.1
$1165     2.4388    2.2953   5  AA   (B)  #250  SMU_ZVDD_ODPR2   T PIN TB_TP181.1
$1166     2.3930    2.3450   5  AA   (B)  #260  TEST4_CCD1       T PIN TB_TP226.1
$1167     2.3450    2.3437   5  AA   (B)  #248  TEST5_CCD1       T PIN TB_TP224.1
$1168     2.3059    2.3159   5  AA   (B)  #267  TEST14           T PIN TB_TP231.1
$1169     2.2698    2.3476   5  AA   (B)  #312  TEST15           T PIN TB_TP230.1
$1170     2.2218    2.3470   5  AA   (B)  #311  TEST17           T PIN TB_TP228.1
$1171     2.1738    2.3470   5  AA   (B)  #773  CPU_RST_N        T PIN TB_TP207.1
$1172     2.1258    2.3470   5  AA   (B)  #370  CPU_RST_R_N      T PIN TB_TP206.1
$1173     2.0770    2.3470   5  AA   (B)  #288  TEST16           T PIN TB_TP229.1
$1174     2.0270    2.3470   5  AA   (B)  #334  CPU_I2C_P3V3_SIC_R T PIN TB_TP220.1
$1175     1.9250    2.3470   5  AA   (B)  #368  CPU_THERMTRIP_R_N T PIN TB_TP199.1
$1176     1.8750    2.3470   5  AA   (B)  #310  PU_AGPIO90       T PIN TB_TP193.1
$1177     1.8250    2.3480   5  AA   (B)  #332  PU_AGPIO89       T PIN TB_TP241.1
$1178     1.9550    2.3080   5  AA   (B)  #333  CPU_PROCHOT_R_N  T PIN TB_TP208.1
$1179     2.0280    2.2160   5  AA   (B)  #759  CPU_ALERT_N      T PIN TB_TP223.1
$1180     2.3050    1.8631   5  AA   (B)  #9    P3V3_STBY        T PIN TB_TP354.1
$1181     1.8450    1.6800   5  AA   (B)  #110  PVDDCR           T PIN TB_TP321.1
$1182     1.9328    1.9223   5  AA   (B)  #883  FM_FPGA_LVC18_PWRBTN_N T PIN TB_TP50.1
$1183     1.8401    1.9267   5  AA   (B)  #281  CPU_LVC18_PWRBTN_N T PIN TB_TP51.1
$1184     1.7840    2.0450   5  AA   (B)  #801  CPU_PROCHOT_N    T PIN TB_TP209.1
$1185     1.7500    2.0020   5  AA   (B)  #852  CPU_THERMTRIP_N  T PIN TB_TP200.1
$1186     1.6950    1.9950   5  AA   (B)  #862  FAST_THROTTLE_LVC18_N T PIN TB_TP53.1
$1187     1.6600    2.0550   5  AA   (B)  #1    P1V8             T PIN TB_TP368.1
$1188     1.6144    2.0865   5  AA   (B)  #859  IRQ_LVC18_WAKE0_CPU_N T PIN TB_TP249.1
$1189     1.5451    2.1236   5  AA   (B)  #365  TP_RSVD_9        T PIN TP23.1
$1190     1.5832    2.1688   5  AA   (B)  #400  TP_RSVD_10       T PIN TP24.1
$1191     1.5016    2.2100   5  AA   (B)  #363  IRQ_BMC_CPU_SMI_N T PIN TB_TP120.1
$1192     1.5310    2.2790   5  AA   (B)  #329  CPU_VRM_HOT_R_N  T PIN TB_TP197.1
$1193     1.5302    2.3276   5  AA   (B)  #307  TP_RSVD_8        T PIN TP22.1
$1194     1.3588    2.3465   5  AA   (B)  #326  RSVD3_LVC18_CPU_R_N T PIN TB_TP45.1
$1195     1.3050    2.3000   5  AA   (B)  #280  AMR51            T PIN TP57.1
$1196     1.2575    2.2126   5  AA   (B)  #361  USBC_PD_INT      T PIN TB_TP180.1
$1197     1.3296    2.1100   5  AA   (B)  #863  RSVD2_LVC18_CPU_N T PIN TB_TP47.1
$1198     1.3638    2.0700   5  AA   (B)  #864  RSVD3_LVC18_CPU_N T PIN TB_TP46.1
$1199     1.2458    1.9515   5  AA   (B)  #647  FM_P1V8_R_EN     T PIN TB_TP195.1
$1200     1.1084    1.8800   5  AA   (B)  #649  PWRGD_P1V8_R     T PIN TB_TP185.1
$1201     0.8086    1.5294   5  AA   (B)  #27   CPU_I2C_P3V3_SID T PIN TB_TP219.1
$1202     0.7757    1.5644   5  AA   (B)  #26   CPU_I2C_P3V3_SIC T PIN TB_TP221.1
$1203     0.6151    1.7898   5  AA   (B)  #72   JTAG_HDT_TCK     T PIN TP97.1
$1204     0.6159    1.8426   5  AA   (B)  #74   JTAG_HDT_TMS     T PIN TP98.1
$1205     0.5688    1.8637   5  AA   (B)  #73   JTAG_HDT_TDO     T PIN TP100.1
$1206     0.5692    1.8142   5  AA   (B)  #75   JTAG_HDT_TDI     T PIN TP99.1
$1207     0.3312    1.6415   5  AA   (B)  #999  FM_USB_OC0_N     T PIN TB_TP458.1
$1208     0.3669    1.6094   5  AA   (B)  #7    CPU_I2C0_P1V8_STBY_R_SCL T PIN TB_TP25.1
$1209     0.3512    1.4989   5  AA   (B)  #6    CPU_I2C0_P1V8_STBY_R_SDA T PIN TB_TP24.1
$1210     0.2677    1.5300   5  AA   (B)  #753  FM_CPU_PWRBTN_R_N T PIN TB_TP253.1
$1211     0.2112    1.6500   5  AA   (B)  #754  FM_CPU_LVC18_PWRBTN_R_N T PIN TB_TP254.1
$1212     0.1412    1.6500   5  AA   (B)  #961  FM_CPU_LVC18_PWRBTN_N T PIN TB_TP255.1
$1213     0.2150    1.9563   5  AA   (B)  #769  FM_USB_OC0_R_N   T PIN TB_TP154.1
$1214     0.2250    2.1650   5  AA   (B)  #303  FM_LVC18_USB_OC0_N T PIN TB_TP158.1
$1215     0.1437    2.6023   5  AA   (B)  #1003 P3V_BAT_SOURCE_COME T PIN TB_TP359.1
$1216     0.1395    2.6502   5  AA   (B)  #1004 P3V3_BAT_R       T PIN TB_TP178.1
$1217     0.1810    2.9100   5  AA   (B)  #395  P3V3_RTC_STBY    T PIN TB_TP357.1
$1218     1.4850    2.7570   5  AA   (B)  #282  BIOS_DEBUG_MSG_DIS_N T PIN TB_TP492.1
$1219     1.7187    2.8316   5  AA   (B)  #331  PU_SPI_CS1_N     T PIN TB_TP240.1
$1220     1.8010    2.7520   5  AA   (B)  #287  CPU_ALERT_R_N    T PIN TB_TP222.1
$1221     1.9540    2.8840   5  AA   (B)  #247  TEST47_3         T PIN TP56.1
$1222     2.0260    2.8640   5  AA   (B)  #249  TEST6_CCD        T PIN TP55.1
$1223     2.0470    2.8180   5  AA   (B)  #261  TEST49_CCD1      T PIN TP46.1
$1224     2.1410    2.8660   5  AA   (B)  #252  TEST47_2         T PIN TP53.1
$1225     2.1660    2.8150   5  AA   (B)  #262  TEST49_CCD0      T PIN TP45.1
$1226     2.2447    2.7870   5  AA   (B)  #254  TEST5_CCD0       T PIN TB_TP225.1
$1227     2.2740    2.8250   5  AA   (B)  #263  TP_RSVD_7        T PIN TP21.1
$1228     2.3390    2.8890   5  AA   (B)  #253  TEST4_CCD0       T PIN TB_TP227.1
$1229     2.4540    2.9510   5  AA   (B)  #230  MA_TEST          T PIN TP48.1
$1230     4.2970    3.7150   5  AA   (B)  #797  PWRGD_P3V3       T PIN TB_TP184.1
$1231     4.0871    4.0338   5  AA   (B)  #804  PWRGD_DIMM_CHAB_R T PIN TB_TP69.1
$1232     4.3500    4.3850   5  AA   (B)  #1165 SMB_DDRAB_P1V8_SDA T PIN TB_TP298.1
$1233     4.3000    4.3780   5  AA   (B)  #1164 SMB_DDRAB_P1V8_SCL T PIN TB_TP299.1
$1234     4.1610    4.3890   5  AA   (B)  #1220 DIMM_CHA_PWR_R_EN T PIN TB_TP480.1
$1235     4.1000    4.3900   5  AA   (B)  #851  DIMM_CHAB_PWR_EN T PIN TB_TP479.1
$1236     3.9100    4.1900   5  AA   (B)  #33   P5V_DIMM         T PIN TB_TP343.1
$1237     3.7650    4.0800   5  AA   (B)  #996  PWRGD_DIMM_CHAB  T PIN TB_TP309.1
$1238     3.6800    4.1450   5  AA   (B)  #1219 DIMM_CHB_PWR_R_EN T PIN TB_TP478.1
$1239     2.4030    3.2470   5  AA   (B)  #161  MAB_CA13         T PIN TP3.1
$1240     2.3450    3.2150   5  AA   (B)  #123  MAA_CA13         T PIN TP1.1
$1241     2.3270    3.1150   5  AA   (B)  #169  MBB_CA13         T PIN TP4.1
$1242     2.1870    2.9730   5  AA   (B)  #219  MB_ANALOGOUT     T PIN TP51.1
$1243     2.1690    2.9250   5  AA   (B)  #229  MB_TEST          T PIN TP49.1
$1244     2.1720    3.0190   5  AA   (B)  #208  MA_ANALOGOUT     T PIN TP50.1
$1245     2.2880    3.3235   5  AA   (B)  #596  TEST6            T PIN TP54.1
$1246     2.3270    3.3800   5  AA   (B)  #636  MBA_CA13         T PIN TP2.1
$1247     2.1820    3.5220   5  AA   (B)  #588  TEST41           T PIN TP52.1
$1248     2.1791    3.6429   5  AA   (B)  #560  SMU_ZVDD_ODPR0   T PIN TB_TP183.1
$1249     1.8610    3.7310   5  AA   (B)  #4    GND              T PIN TB_TP426.1
$1249     2.0150    3.6850   5  AA   (B)  #4    GND              T PIN TB_TP429.1
$1249     1.3100    3.7300   5  AA   (B)  #4    GND              T PIN TB_TP430.1
$1250     2.0500    4.0950   5  AA   (B)  #564  PVDDIO_MEM_S3    T PIN TB_TP317.1
$1251     2.3950    4.2650   5  AA   (B)  #1020 PVDDIO_MEM_S3_VIN T PIN TB_TP312.1
$1252     2.6100    4.3800   5  AA   (B)  #84   P12V_STBY        T PIN TB_TP370.1
$1253     1.7615    4.4231   5  AA   (B)  #1019 PVDDIO_MEM_S3_PH T PIN TB_TP315.1
$1254     0.1340    4.0550   5  AA   (B)  #694  FM_P1V8_AUDIO_R_EN T PIN TB_TP196.1
$1255     0.1850    3.5500   5  AA   (B)  #108  PVDDCR_SOC       T PIN TB_TP319.1
$1256     0.0950    3.6920   5  AA   (B)  #829  PWRGD_P1V8_AUDIO T PIN TB_TP187.1
$1257     0.0930    3.7530   5  AA   (B)  #693  PWRGD_P1V8_AUDIO_R T PIN TB_TP186.1
